year,month,day,hr0,hr1,hr2,hr3,hr4,hr5,hr6,hr7,hr8,hr9,hr10,hr11,hr12,hr13,hr14,hr15,hr16,hr17,hr18,hr19,hr20,hr21,hr22,hr23
2019,5,14,24,23,20,18,16,16,20,25,28,33,34,34,33,33,33,32,32,31,30,29,26,25,21,18
2019,5,15,15,13,13,13,12,13,12,9,11,13,15,27,32,33,-9,-9,29,27,23,18,19,15,22,42
2019,5,16,40,38,29,20,18,12,16,30,44,43,41,43,40,39,38,39,38,36,35,31,23,17,16,13
2019,5,17,13,12,12,13,8,8,9,17,34,38,42,41,43,44,42,41,41,39,38,32,23,18,14,10
2019,5,18,9,6,6,5,6,8,11,18,28,32,31,31,40,42,39,32,27,22,25,24,22,21,17,11
2019,5,19,14,12,31,22,20,20,20,26,40,45,46,45,47,48,49,49,50,50,49,42,30,27,34,22
2019,5,20,19,18,12,11,12,10,15,19,41,41,44,44,45,45,44,43,44,45,45,42,36,26,20,15
2019,5,21,14,15,15,14,18,16,18,34,36,37,37,39,39,39,40,39,39,39,38,38,37,38,37,38
2019,5,22,36,35,35,36,36,33,31,30,32,34,36,37,37,38,36,-9,37,35,37,36,25,19,15,13
2019,5,23,13,13,18,18,16,15,15,19,27,29,28,28,28,28,28,28,28,27,26,25,25,25,22,19
2019,5,24,18,19,19,19,14,11,15,16,19,22,25,28,29,31,31,34,34,33,32,31,31,30,26,22
2019,5,25,19,23,27,26,21,23,31,37,41,42,43,43,43,43,42,42,41,42,41,42,42,38,28,25
2019,5,26,25,23,19,34,43,40,40,43,45,46,47,44,43,40,38,39,37,35,34,29,25,27,22,19
2019,5,27,19,17,14,11,9,8,16,26,27,30,32,33,34,34,32,32,31,31,31,32,32,30,30,29
2019,5,28,26,24,26,26,24,22,23,24,23,24,28,30,30,30,33,38,32,31,31,32,32,29,23,19
2019,5,29,19,28,21,20,26,22,22,13,22,24,26,30,31,32,32,34,34,33,25,23,22,21,19,20
2019,5,30,20,19,19,15,13,11,11,12,15,18,19,20,21,21,22,22,24,26,28,29,30,29,25,21
2019,5,31,22,18,18,14,12,11,9,12,17,18,22,26,30,34,31,30,31,27,25,23,19,15,12,6
2019,6,1,10,11,12,17,16,9,12,23,26,26,25,25,28,30,29,30,31,31,30,29,27,27,24,23
2019,6,2,23,24,23,23,21,21,17,17,18,19,22,27,30,34,35,35,34,29,25,24,23,22,21,21
2019,6,3,20,18,17,15,11,10,10,12,12,15,23,28,29,29,28,28,27,28,29,27,21,13,11,12
2019,6,4,16,12,11,7,6,4,3,5,9,15,24,28,30,31,33,34,34,34,32,29,25,22,15,16
2019,6,5,21,24,20,14,12,9,6,11,23,30,35,36,36,34,33,28,24,24,24,23,17,16,16,15
2019,6,6,13,10,8,6,6,10,15,15,17,25,29,31,34,35,37,36,37,37,35,33,29,26,21,19
2019,6,7,16,15,13,13,10,10,12,23,26,29,33,36,36,36,36,36,38,36,34,29,24,22,21,20
2019,6,8,21,23,23,23,22,22,22,23,32,38,39,43,44,46,48,46,44,42,40,29,30,29,29,30
2019,6,9,31,31,31,31,32,32,33,36,38,49,55,56,59,58,59,60,56,54,51,37,38,37,34,35
2019,6,10,36,37,37,37,37,37,36,35,35,46,53,59,58,-9,-9,56,52,51,46,41,39,38,36,35
2019,6,11,33,31,30,30,31,33,35,39,42,49,58,68,59,49,43,43,43,46,45,40,35,38,37,32
2019,6,12,28,33,35,31,27,19,17,28,31,34,32,30,30,31,31,31,30,29,28,28,26,23,14,12
2019,6,13,22,23,21,20,20,20,17,16,17,25,30,33,31,31,30,31,30,30,29,28,26,23,21,20
2019,6,14,19,20,22,20,17,15,20,20,19,23,24,23,25,24,25,28,28,27,26,26,25,23,21,18
2019,6,15,14,16,20,18,19,20,21,18,19,23,25,25,26,26,27,28,26,26,25,25,23,22,22,21
2019,6,16,23,23,23,20,20,18,16,17,20,23,23,24,25,27,29,29,28,28,28,27,25,23,22,21
2019,6,17,20,21,17,15,17,19,16,16,19,20,20,-9,-9,-9,-9,23,23,22,21,21,21,20,16,10
2019,6,18,7,7,7,11,10,9,8,10,14,19,26,33,33,33,33,35,35,34,33,32,30,27,23,24
2019,6,19,22,26,26,23,20,20,17,17,17,19,23,29,33,35,37,36,35,32,30,29,28,25,26,24
2019,6,20,25,24,23,21,19,20,20,23,24,25,26,27,27,27,27,26,25,25,25,26,25,24,23,25
2019,6,21,21,18,19,18,16,14,17,18,19,21,25,30,32,30,32,30,28,26,25,26,23,17,12,10
2019,6,22,12,16,14,14,11,7,9,16,21,22,26,29,28,27,26,26,27,30,35,25,20,27,28,28
2019,6,23,28,27,26,25,26,18,11,15,18,20,25,29,30,27,28,28,27,26,25,23,19,17,18,13
2019,6,24,8,10,8,6,5,9,8,11,13,18,23,27,27,26,26,26,25,25,24,23,18,14,11,11
2019,6,25,15,10,10,7,6,4,8,12,23,28,30,31,31,31,32,-9,28,24,22,21,18,13,10,10
2019,6,26,8,8,7,11,13,12,18,20,24,23,25,24,18,18,21,23,23,27,29,28,24,20,19,16
2019,6,27,14,12,11,10,10,8,12,18,25,30,31,32,32,31,29,28,28,27,27,26,22,19,16,15
2019,6,28,14,14,12,12,11,9,13,12,18,20,22,22,24,24,25,25,28,27,26,22,18,19,16,13
2019,6,29,17,18,16,12,11,13,12,16,23,26,34,33,28,29,30,30,30,32,29,24,18,16,13,15
2019,6,30,16,13,12,11,17,18,16,21,21,22,24,26,28,26,24,27,29,29,29,29,24,17,14,13
2019,7,1,12,11,6,8,5,10,10,19,22,25,27,28,28,28,30,31,31,30,26,24,23,16,14,11
2019,7,2,11,10,10,13,13,19,17,19,22,27,28,30,32,30,28,26,27,28,28,28,27,20,18,19
2019,7,3,22,23,20,20,17,14,13,21,25,27,27,28,30,29,29,28,27,27,27,27,24,18,16,19
2019,7,4,23,22,21,20,19,18,17,17,21,26,26,27,28,27,28,30,29,28,27,26,25,21,17,11
2019,7,5,7,5,6,10,8,6,6,16,19,22,26,30,30,28,28,27,27,26,25,24,17,14,11,8
2019,7,6,9,13,13,12,8,5,9,13,16,19,25,29,29,29,29,29,28,27,28,27,22,16,14,12
2019,7,7,8,8,4,7,8,6,7,18,24,24,25,26,26,28,28,27,27,28,28,27,25,19,20,23
2019,7,8,22,23,24,23,22,21,21,22,24,26,26,26,27,27,27,27,27,27,27,26,25,25,22,22
2019,7,9,21,18,14,11,5,5,8,14,20,25,27,27,29,27,23,21,21,18,16,14,10,8,6,5
2019,7,10,5,6,5,7,8,9,10,14,16,20,24,23,18,15,15,16,16,16,15,13,11,9,8,6
2019,7,11,4,4,5,6,7,8,9,12,14,17,22,22,20,-9,15,15,15,15,14,13,13,12,10,9
2019,7,12,11,8,6,3,1,1,2,5,10,14,19,22,20,19,21,21,19,18,19,18,15,11,6,3
2019,7,13,8,9,6,3,3,1,3,4,9,12,17,19,21,20,21,19,20,18,17,15,14,12,7,4
2019,7,14,10,11,15,4,4,2,3,7,11,14,19,25,25,25,25,25,25,23,22,20,17,14,17,19
2019,7,15,17,17,9,16,14,8,7,8,19,25,26,26,24,22,21,17,15,14,14,14,10,10,8,6
2019,7,16,5,3,3,2,2,4,4,7,10,14,15,17,22,24,26,26,28,28,25,23,22,19,17,19
2019,7,17,16,16,17,15,17,12,14,21,22,22,23,24,26,26,26,26,27,26,26,23,21,18,17,14
2019,7,18,12,13,14,13,13,10,9,9,12,16,18,20,20,20,19,16,13,11,10,10,10,7,6,3
2019,7,19,1,3,2,3,8,9,8,14,18,18,21,22,23,23,22,22,22,22,22,21,20,19,15,10
2019,7,20,9,9,10,16,16,16,13,14,15,18,21,24,26,24,24,23,23,23,24,23,20,21,20,18
2019,7,21,17,17,16,15,13,13,12,12,13,15,19,24,24,25,25,25,26,26,25,24,22,18,18,17
2019,7,22,14,10,11,9,7,6,6,6,9,16,25,32,29,29,28,28,26,24,21,20,17,15,11,7
2019,7,23,7,7,5,3,3,1,3,10,17,20,22,22,23,21,21,23,23,21,21,18,16,12,8,7
2019,7,24,5,16,21,23,23,24,25,26,28,45,41,42,42,47,43,34,33,33,30,29,26,23,19,16
2019,7,25,15,12,12,10,7,9,10,15,19,24,30,31,30,29,27,26,25,25,26,24,22,22,20,19
2019,7,26,17,16,15,13,13,12,10,13,17,21,25,27,27,26,25,24,23,21,19,18,17,15,14,12
2019,7,27,9,7,7,4,4,3,7,13,13,15,20,24,27,23,21,23,22,26,26,17,12,17,20,14
2019,7,28,5,8,7,4,2,3,6,11,15,16,20,22,24,23,22,23,25,26,27,25,23,21,20,18
2019,7,29,16,17,19,14,12,8,6,7,15,23,24,24,24,25,27,26,27,27,28,27,26,20,15,12
2019,7,30,13,19,21,19,18,16,16,18,20,26,28,30,31,31,30,29,29,29,28,27,25,18,13,8
2019,7,31,8,8,11,13,11,10,8,9,16,20,23,25,27,26,25,24,23,22,23,21,19,12,17,17
2019,8,1,17,16,15,13,10,8,7,8,13,15,17,19,19,19,18,18,18,18,16,15,11,8,6,4
2019,8,2,2,2,2,1,1,0,1,5,9,12,16,18,21,20,18,20,18,18,17,16,12,9,7,7
2019,8,3,8,3,2,3,3,3,5,13,21,20,20,21,20,17,15,14,13,12,12,10,9,6,4,3
2019,8,4,1,0,3,5,3,1,3,8,14,19,21,23,25,28,28,27,26,27,28,25,26,23,24,23
2019,8,5,22,22,21,19,19,15,16,19,23,27,27,28,29,29,28,27,27,28,27,25,23,20,20,21
2019,8,6,22,18,16,14,13,11,10,12,22,23,25,27,30,30,30,31,30,30,30,29,27,26,23,22
2019,8,7,19,21,19,18,14,12,11,16,26,27,28,29,33,34,-9,33,34,35,34,33,28,23,19,18
2019,8,8,15,14,14,15,17,20,20,18,27,31,33,34,34,32,33,33,34,33,33,30,27,24,22,21
2019,8,9,20,21,20,19,19,19,19,21,29,31,33,32,31,29,28,26,23,20,20,17,15,11,9,7
2019,8,10,4,5,5,7,8,5,5,9,14,19,20,21,20,19,17,18,18,18,18,18,15,13,9,10
2019,8,11,10,8,6,7,8,9,12,17,21,25,29,34,37,36,34,32,33,31,29,23,22,22,21,21
2019,8,12,21,21,18,16,19,22,24,28,31,36,39,42,37,35,32,30,32,30,25,22,18,14,13,14
2019,8,13,19,19,15,14,16,16,12,17,27,37,36,36,32,32,28,26,27,26,23,20,18,19,21,25
2019,8,14,27,30,31,33,35,36,36,38,41,42,48,59,51,47,48,42,44,39,32,25,21,33,36,37
2019,8,15,38,39,39,38,31,29,36,37,38,39,44,48,47,46,38,31,28,27,23,19,15,13,16,23
2019,8,16,20,13,6,5,9,9,8,14,24,26,29,31,32,31,32,31,30,27,26,24,20,18,18,18
2019,8,17,19,17,16,15,13,11,10,12,15,18,21,25,30,28,29,30,30,29,29,30,28,23,25,25
2019,8,18,25,24,23,22,20,18,19,21,24,26,25,26,25,24,24,24,23,24,24,24,24,23,23,24
2019,8,19,24,22,20,20,18,15,14,18,21,24,25,27,30,31,30,30,30,29,28,28,26,27,24,23
2019,8,20,22,16,18,19,19,18,16,16,18,23,24,29,30,32,30,29,28,27,26,25,19,15,13,9
2019,8,21,7,6,4,4,5,3,2,9,15,21,27,35,-9,-9,35,33,33,25,20,17,18,15,13,11
2019,8,22,9,6,5,5,4,2,1,5,8,11,16,20,20,21,19,20,25,26,26,25,21,20,20,10
2019,8,23,12,18,21,20,18,16,15,14,17,20,22,28,32,33,36,35,31,30,26,25,23,19,16,12
2019,8,24,10,8,3,2,1,1,4,11,13,19,26,29,30,31,30,31,32,31,31,29,25,20,16,13
2019,8,25,8,5,2,2,10,7,4,9,17,21,24,29,32,35,34,35,35,34,31,26,24,25,28,21
2019,8,26,23,26,25,24,23,22,21,25,26,30,32,40,42,42,43,47,41,30,27,25,20,23,25,25
2019,8,27,19,19,23,25,26,27,28,24,23,26,28,30,33,33,36,36,35,32,29,25,21,17,18,20
2019,8,28,19,18,17,11,6,5,4,15,26,28,29,30,31,30,30,30,30,29,30,29,24,20,22,23
2019,8,29,23,22,19,18,17,17,17,19,20,24,26,26,26,26,26,26,26,28,26,25,19,18,15,14
2019,8,30,12,11,10,9,7,7,7,10,20,27,31,33,32,29,30,29,26,24,23,22,16,10,11,10
2019,8,31,6,7,5,3,6,6,9,14,20,26,31,36,39,37,31,27,26,24,22,19,19,20,22,24
2019,9,1,26,28,29,30,29,29,29,30,34,36,31,30,29,29,32,32,31,29,27,26,22,19,14,14
2019,9,2,12,9,8,5,7,7,6,12,22,26,26,27,30,29,28,28,25,27,24,23,20,17,14,9
2019,9,3,10,6,5,4,8,3,9,7,14,23,31,31,30,28,26,26,26,25,22,20,15,20,19,14
2019,9,4,10,8,12,17,9,6,4,11,15,20,26,28,26,26,24,23,25,23,22,21,16,12,13,17
2019,9,5,13,10,14,11,11,5,7,13,17,20,25,28,30,31,30,30,30,30,28,26,22,20,18,14
2019,9,6,11,9,11,11,7,9,11,13,20,27,31,29,30,31,32,31,29,29,29,27,21,17,15,14
2019,9,7,10,11,11,13,13,17,18,23,28,29,29,29,30,30,29,29,27,26,24,24,24,23,22,22
2019,9,8,22,22,23,24,23,23,24,23,24,23,23,25,26,27,30,32,33,34,31,29,27,23,21,18
2019,9,9,15,13,12,10,9,11,13,15,22,29,31,32,32,31,31,31,32,31,30,31,31,31,29,27
2019,9,10,24,23,24,24,26,30,32,34,35,35,35,34,33,30,29,29,29,29,29,30,30,30,28,21
2019,9,11,17,15,14,13,13,14,16,19,22,30,32,37,41,37,37,33,32,33,36,30,25,26,26,29
2019,9,12,31,33,33,33,31,30,28,29,32,37,51,59,63,66,63,56,55,55,48,37,41,40,39,41
2019,9,13,43,45,45,46,45,45,44,43,46,52,62,62,68,71,66,66,64,56,40,37,41,41,41,42
2019,9,14,42,42,43,42,42,42,42,41,45,50,50,42,39,35,34,29,26,25,23,23,16,14,12,13
2019,9,15,17,18,16,10,10,6,9,14,19,25,28,29,28,31,34,32,30,28,27,24,22,21,20,20
2019,9,16,19,19,18,19,18,16,14,12,18,24,27,31,32,33,32,32,32,30,27,21,19,18,16,14
2019,9,17,13,11,10,10,11,11,12,15,19,28,32,33,35,32,31,29,28,26,20,19,19,19,18,18
2019,9,18,18,18,19,19,18,17,17,19,23,25,22,20,21,18,17,18,21,22,22,23,20,16,13,17
2019,9,19,16,14,12,10,9,8,8,11,17,26,28,29,30,30,29,30,30,28,25,21,19,18,17,17
2019,9,20,17,18,19,20,20,19,19,20,25,30,32,33,40,36,40,39,38,36,28,23,24,26,26,27
2019,9,21,26,27,28,29,28,28,27,28,30,37,39,40,40,43,44,44,42,53,47,39,36,33,32,32
2019,9,22,32,31,32,31,31,30,29,29,32,37,42,40,25,24,27,22,24,23,18,14,13,11,12,12
2019,9,23,11,10,10,10,7,3,3,5,11,18,22,25,28,31,32,37,41,34,28,31,30,28,28,29
2019,9,24,30,29,29,27,26,26,25,25,28,34,41,47,56,60,56,54,54,47,38,42,40,39,38,39
2019,9,25,41,42,42,42,40,38,37,36,39,43,52,52,55,62,-9,51,42,39,35,33,28,28,30,31
2019,9,26,29,21,19,17,21,14,12,20,33,38,42,45,47,49,50,48,44,38,34,32,27,20,13,12
2019,9,27,12,12,8,13,13,12,12,14,20,28,29,29,29,28,28,28,29,29,33,32,32,31,30,27
2019,9,28,25,25,23,17,12,13,14,17,29,35,36,35,36,35,34,33,33,33,33,33,32,32,32,32
2019,9,29,30,27,25,24,22,19,17,18,24,28,29,30,30,30,31,31,30,30,28,25,24,22,20,18
2019,9,30,18,18,17,17,17,16,14,15,22,31,33,34,34,35,35,34,34,33,30,27,27,25,23,22
2019,10,1,21,19,18,17,16,15,15,16,22,30,35,35,37,37,38,37,36,33,27,27,26,25,25,24
2019,10,2,25,25,24,23,23,22,22,24,27,35,39,41,41,41,39,35,32,29,22,25,25,25,26,27
2019,10,3,28,27,24,28,28,26,15,23,29,35,33,34,33,32,31,33,34,35,34,29,27,25,23,22
2019,10,4,21,20,21,21,21,22,20,22,24,30,35,37,37,39,39,40,40,37,31,31,30,29,28,29
2019,10,5,29,29,30,30,29,28,27,27,28,31,38,40,43,47,45,45,45,40,32,29,31,30,31,31
2019,10,6,32,32,32,31,31,31,29,30,31,34,42,46,48,49,50,51,51,50,45,41,32,33,34,35
2019,10,7,37,37,41,43,44,44,42,42,42,49,63,64,66,59,48,52,57,53,42,37,38,41,43,44
2019,10,8,44,45,44,44,45,45,41,42,42,46,55,61,60,47,43,36,33,30,27,23,18,13,17,17
2019,10,9,17,16,14,17,21,20,20,18,23,31,33,33,35,34,35,37,33,31,27,27,25,24,25,28
2019,10,10,29,30,30,29,28,27,25,26,24,31,38,42,45,47,50,51,49,45,35,34,35,34,35,35
2019,10,11,34,34,34,34,33,33,33,34,31,36,46,51,51,52,52,51,50,46,37,38,36,36,36,36
2019,10,12,36,37,37,38,38,37,37,37,39,42,49,54,55,57,56,57,64,60,46,48,44,42,39,40
2019,10,13,40,40,40,40,39,37,36,39,38,41,41,54,55,56,55,55,48,41,33,29,31,31,35,36
2019,10,14,36,36,38,39,39,35,24,32,33,39,37,37,40,41,40,38,37,35,32,27,22,23,23,27
2019,10,15,30,26,24,18,18,24,26,31,25,24,24,31,37,36,42,47,41,38,36,29,29,29,35,28
2019,10,16,29,32,37,37,39,35,22,24,27,30,34,39,48,44,38,36,36,36,28,31,29,27,27,28
2019,10,17,28,28,27,23,24,23,17,22,31,36,38,39,39,39,38,36,36,36,36,36,31,26,24,22
2019,10,18,18,17,15,13,13,13,13,14,17,23,34,38,37,38,39,39,39,38,35,30,29,28,26,25
2019,10,19,24,24,23,23,23,23,25,25,29,35,38,37,37,36,36,35,34,34,34,31,31,29,30,28
2019,10,20,24,19,18,14,12,11,11,11,17,26,37,38,39,41,39,41,40,39,32,31,28,27,27,28
2019,10,21,28,27,27,27,26,25,23,23,23,26,31,32,37,43,45,47,49,44,38,38,35,34,34,32
2019,10,22,31,30,28,27,26,26,25,25,28,31,37,42,44,50,51,52,49,42,34,36,37,37,37,37
2019,10,23,36,34,33,32,32,30,29,28,28,29,34,36,42,-9,45,47,40,33,35,36,35,36,36,35
2019,10,24,34,33,33,33,32,33,27,22,26,33,45,47,48,48,53,55,55,48,39,40,37,35,33,35
2019,10,25,34,35,35,36,35,34,34,34,34,35,42,50,53,53,55,61,52,41,40,41,40,40,40,40
2019,10,26,41,41,41,41,40,39,39,37,36,38,43,51,52,43,40,34,28,25,25,22,19,16,12,9
2019,10,27,15,16,16,20,18,19,22,25,25,26,36,39,39,40,39,39,37,30,29,28,26,26,27,27
2019,10,28,26,27,27,27,27,27,25,24,26,29,39,42,44,46,46,45,44,39,33,33,33,32,32,32
2019,10,29,32,31,32,32,31,31,30,29,29,33,42,45,47,50,54,53,49,38,34,37,39,38,39,38
2019,10,30,37,37,36,36,36,35,33,35,34,38,47,50,52,52,53,53,48,41,35,38,38,36,36,35
2019,10,31,34,34,33,33,33,32,32,32,32,36,39,45,47,48,49,51,50,42,40,40,38,38,38,38
2019,11,1,38,37,37,36,36,35,35,34,28,31,41,49,50,51,51,53,51,45,35,39,37,37,37,37
2019,11,2,37,37,37,37,37,37,37,36,34,39,39,47,52,53,53,51,48,38,32,37,37,38,38,37
2019,11,3,38,37,38,39,39,40,40,40,39,38,43,51,54,55,55,49,51,46,43,43,39,38,38,38
2019,11,4,39,38,38,38,38,39,38,36,33,33,41,53,55,52,43,36,35,29,22,17,18,24,31,32
2019,11,5,32,30,27,19,20,28,30,27,28,31,36,35,34,39,41,41,40,35,29,20,25,24,14,17
2019,11,6,19,25,29,30,30,31,31,28,30,30,36,35,32,35,36,33,29,27,24,22,15,15,7,9
2019,11,7,14,11,8,5,4,10,6,4,12,20,28,29,31,31,31,31,33,32,20,11,20,23,18,11
2019,11,8,10,14,14,15,15,14,22,14,17,19,27,25,26,32,40,42,40,29,29,27,29,30,32,34
2019,11,9,32,25,29,33,35,35,35,34,33,32,35,30,34,40,40,39,37,38,34,28,25,23,19,19
2019,11,10,16,22,18,24,30,32,35,35,34,31,32,32,37,41,38,34,31,27,23,20,24,25,29,31
2019,11,11,32,32,33,32,31,30,30,26,27,28,33,43,46,48,45,37,33,30,24,27,34,31,33,34
2019,11,12,34,34,35,35,35,35,34,28,25,25,32,36,32,32,32,31,29,25,23,22,15,16,8,6
2019,11,13,5,8,5,3,5,3,1,0,3,13,20,28,32,34,35,35,34,33,32,29,22,17,13,17
2019,11,14,16,19,20,24,28,25,21,14,11,21,31,34,37,38,38,34,33,29,27,27,30,29,28,27
2019,11,15,22,20,18,14,14,17,16,13,15,25,29,30,32,34,36,31,28,29,23,23,20,16,14,13
2019,11,16,10,10,12,14,16,16,17,18,20,23,28,37,39,39,39,40,38,27,23,27,27,27,28,28
2019,11,17,29,32,33,32,32,32,31,31,31,32,36,42,42,45,49,50,48,36,37,35,33,32,31,30
2019,11,18,31,31,31,31,31,32,31,30,29,30,33,45,47,51,50,52,49,37,39,27,25,24,27,29
2019,11,19,30,23,23,24,25,22,21,20,17,37,39,40,40,40,41,40,39,36,35,34,34,35,36,36
2019,11,20,30,20,19,13,12,11,5,3,7,9,24,25,26,31,33,32,22,14,15,13,11,10,11,11
2019,11,21,12,11,10,10,8,8,8,9,10,13,23,31,33,35,37,34,29,26,23,15,11,9,7,6
2019,11,22,5,4,4,5,4,5,6,7,11,17,25,34,36,39,40,36,31,26,19,17,15,13,14,12
2019,11,23,13,12,12,11,12,13,13,12,11,11,15,23,26,27,27,27,27,25,18,18,16,16,16,16
2019,11,24,16,16,15,14,13,13,13,12,12,12,16,21,24,24,24,22,20,15,16,16,14,15,15,15
2019,11,25,12,13,11,10,8,10,7,5,8,8,12,18,20,20,20,22,22,21,20,17,16,14,12,11
2019,11,26,10,8,8,8,8,8,7,7,8,11,12,16,19,22,22,20,16,12,14,19,20,19,18,14
2019,11,27,14,11,16,14,16,15,13,11,11,13,14,14,14,-9,-9,-9,23,17,13,12,12,10,11,13
2019,11,28,24,21,19,15,14,12,11,9,10,14,24,34,36,37,39,39,36,34,31,23,19,16,13,10
2019,11,29,8,6,5,6,7,7,7,8,9,13,16,26,29,30,30,28,24,17,14,11,9,8,8,8
2019,11,30,8,7,8,8,8,10,10,11,15,18,28,27,23,28,27,30,28,29,31,32,35,37,35,34
2019,12,1,35,34,35,35,36,36,35,31,29,29,31,35,31,29,28,27,29,28,28,29,30,30,28,28
2019,12,2,31,32,29,29,35,37,35,32,30,29,28,26,-9,-9,-9,-9,-9,15,11,18,16,8,6,10
2019,12,3,9,9,8,9,9,8,8,7,6,9,10,9,16,17,15,19,20,8,12,9,9,14,18,15
2019,12,4,19,25,23,17,15,16,15,6,9,16,17,20,21,23,25,25,24,23,12,5,3,3,6,7
2019,12,5,7,8,7,7,5,6,6,4,5,6,13,21,27,29,30,28,21,14,5,8,2,1,0,1
2019,12,6,1,1,3,2,1,1,2,0,2,9,19,39,38,39,39,39,38,37,38,38,39,38,34,32
2019,12,7,28,22,18,17,17,21,21,16,14,25,30,39,40,40,40,40,36,26,21,25,21,21,29,25
2019,12,8,25,20,15,16,15,15,13,10,9,18,28,35,36,36,41,36,22,15,8,9,8,11,14,13
2019,12,9,9,10,11,12,11,10,3,5,8,14,23,29,30,31,27,27,26,25,24,21,16,18,16,15
2019,12,10,16,12,10,9,7,6,6,5,8,10,19,25,29,27,28,27,22,15,8,9,4,9,15,16
2019,12,11,12,9,8,7,8,7,7,2,5,11,13,17,20,19,19,18,15,10,5,6,7,7,8,5
2019,12,12,3,5,5,3,4,1,4,3,4,11,20,26,26,27,32,29,24,20,19,17,10,6,5,2
2019,12,13,1,4,5,6,6,6,3,4,8,13,19,25,26,27,33,35,35,32,31,25,26,31,28,23
2019,12,14,18,18,19,33,26,31,33,26,23,33,38,39,40,42,42,41,40,35,26,26,31,26,26,24
2019,12,15,25,19,15,10,11,12,15,14,14,20,32,37,38,39,40,38,37,33,24,17,18,17,15,13
2019,12,16,12,10,10,10,10,11,12,11,13,17,22,26,32,32,33,30,19,18,22,22,16,20,20,20
2019,12,17,21,20,21,21,21,21,21,18,19,15,16,17,21,23,25,31,32,31,24,21,22,22,29,43
2019,12,18,42,38,32,31,26,25,22,18,17,20,22,27,30,32,37,38,34,22,16,15,12,16,15,17
2019,12,19,11,7,6,6,6,6,5,6,7,15,26,33,35,36,37,33,28,28,14,11,9,8,7,8
2019,12,20,9,9,9,10,11,11,11,10,9,13,16,22,31,28,28,26,23,12,10,11,10,10,11,11
2019,12,21,11,11,11,6,5,10,6,7,7,12,17,28,32,40,36,28,28,29,26,15,12,13,16,23
2019,12,22,24,32,41,44,43,41,44,46,44,43,44,44,44,41,41,41,39,34,25,20,18,12,8,12
2019,12,23,12,8,7,6,9,8,8,8,6,5,21,31,34,37,36,31,29,18,10,14,13,7,6,8
2019,12,24,8,9,11,12,11,10,10,9,10,17,28,36,39,38,35,33,29,18,20,20,17,15,15,14
2019,12,25,14,13,14,14,14,14,15,18,25,29,31,28,30,34,35,35,33,34,34,37,39,38,36,35
2019,12,26,30,25,19,17,15,15,14,14,11,15,19,30,34,33,34,33,27,20,20,18,15,15,12,12
2019,12,27,11,11,11,11,11,11,11,11,12,14,20,27,34,36,34,32,24,22,20,19,19,18,18,19
2019,12,28,19,18,19,19,20,19,18,18,18,17,24,30,35,38,38,32,28,23,16,18,17,17,16,15
2019,12,29,10,14,14,15,11,11,7,14,13,19,25,30,33,35,33,26,20,23,21,22,25,31,32,26
2019,12,30,21,19,14,13,14,12,5,3,9,15,23,30,35,36,35,31,28,23,16,14,11,10,10,10
2019,12,31,9,9,9,10,10,10,9,10,10,13,17,25,31,33,32,30,22,19,17,17,16,14,12,10
